transport_mode,km_per_month,flights_per_year,electricity_kwh,energy_source,heating_type,diet_type,food_source,food_waste_level,waste_kg,recycling,shopping_spend,co2_monthly_kg,emission_tier
motorbike,197.0,0,290.6,mixed,electric,omnivore,mixed,medium,32.0,most,71.4,342.21,low
bus,803.1,4,232.7,coal,electric,vegetarian,local,medium,41.5,some,94.6,453.37,moderate
cycle,359.2,2,230.8,renewable,none,omnivore,local,medium,16.6,some,115.7,271.04,low
bus,649.8,2,187.2,renewable,oil,omnivore,imported,medium,6.0,none,145.4,455.6,moderate
bus,143.9,1,306.9,mixed,oil,omnivore,mixed,medium,23.7,some,292.4,551.93,high
bus,567.1,1,167.8,mixed,electric,omnivore,imported,medium,26.6,some,24.0,432.98,moderate
car_diesel,121.2,0,211.3,mixed,gas,omnivore,local,medium,26.6,none,177.8,435.24,moderate
car_petrol,382.0,0,210.1,renewable,oil,vegan,local,high,42.7,most,130.8,255.87,low
car_petrol,537.3,1,166.6,mixed,electric,omnivore,local,medium,12.5,some,97.5,461.22,moderate
motorbike,679.0,2,282.5,mixed,electric,meat_heavy,mixed,medium,9.3,none,40.6,486.29,moderate
car_diesel,1087.2,0,155.1,mixed,electric,omnivore,mixed,medium,11.9,most,93.5,474.77,moderate
cycle,474.1,3,176.9,mixed,gas,omnivore,mixed,high,17.6,none,125.9,419.51,moderate
car_diesel,512.1,6,283.1,mixed,oil,omnivore,imported,medium,35.6,some,69.4,602.1,high
cycle,236.8,4,277.4,mixed,gas,vegetarian,imported,medium,24.1,none,53.3,405.09,moderate
train,463.5,0,271.3,coal,gas,vegan,mixed,low,27.4,some,106.6,409.97,moderate
car_petrol,482.0,3,275.8,coal,gas,vegan,local,low,19.5,none,103.3,446.79,moderate
motorbike,310.8,0,238.9,mixed,none,vegetarian,mixed,medium,18.8,none,127.8,253.73,low
car_diesel,421.0,4,114.8,mixed,gas,omnivore,local,high,26.5,none,275.6,592.05,high
bus,492.0,0,62.6,mixed,electric,meat_heavy,imported,high,24.1,some,148.3,535.82,high
motorbike,483.6,3,174.6,mixed,none,omnivore,local,medium,43.8,most,288.8,400.46,moderate
cycle,493.8,0,217.2,mixed,gas,omnivore,imported,high,34.2,most,108.2,482.63,moderate
bus,297.6,4,307.1,mixed,gas,omnivore,mixed,medium,26.0,none,50.1,501.26,moderate
car_petrol,620.4,1,220.3,mixed,gas,omnivore,local,low,24.0,some,146.4,473.9,moderate
bus,615.7,2,195.6,coal,gas,vegetarian,local,low,38.9,some,367.9,452.75,moderate
cycle,471.2,2,305.4,coal,electric,omnivore,mixed,medium,24.1,some,115.8,469.72,moderate
car_petrol,438.8,0,189.9,coal,electric,omnivore,mixed,high,34.4,some,66.4,509.69,moderate
bus,556.9,0,280.2,coal,gas,omnivore,imported,high,39.4,some,105.1,665.35,high
car_diesel,134.6,0,263.1,coal,none,vegan,imported,low,8.8,some,28.6,194.98,low
train,454.7,1,139.1,coal,gas,vegetarian,local,medium,34.8,most,62.3,340.95,low
motorbike,262.1,2,314.8,coal,gas,omnivore,mixed,medium,31.8,some,50.5,558.15,high
bus,228.4,2,398.1,coal,gas,omnivore,mixed,medium,27.3,some,297.6,678.63,high
train,332.1,0,246.2,mixed,gas,vegan,imported,high,42.0,most,120.4,297.82,low
car_petrol,359.0,0,286.6,coal,electric,vegetarian,local,high,30.1,none,81.2,436.44,moderate
car_diesel,201.1,0,332.4,coal,electric,omnivore,mixed,high,20.9,some,23.6,476.69,moderate
cycle,951.9,0,213.1,mixed,gas,meat_heavy,imported,low,17.2,some,117.5,456.27,moderate
car_diesel,1316.7,2,245.6,renewable,oil,vegetarian,local,high,28.9,some,133.9,491.11,moderate
bus,522.4,0,371.1,coal,electric,vegetarian,mixed,low,19.4,none,95.8,403.6,moderate
train,462.0,3,351.2,mixed,electric,omnivore,mixed,medium,13.8,none,50.5,399.18,low
bus,205.2,3,261.7,renewable,gas,omnivore,mixed,medium,29.2,some,288.9,393.98,low
car_diesel,753.8,6,200.8,renewable,electric,meat_heavy,mixed,medium,12.6,some,105.6,561.14,high
car_diesel,583.0,2,317.3,mixed,electric,omnivore,imported,medium,44.0,most,66.5,521.26,high
bus,172.4,1,324.7,coal,gas,meat_heavy,mixed,low,28.2,most,30.9,514.97,high
car_petrol,528.7,0,94.1,mixed,gas,vegan,mixed,medium,22.8,some,157.2,381.58,low
car_electric,750.6,0,209.9,mixed,electric,meat_heavy,imported,medium,17.3,most,159.4,506.76,moderate
train,150.0,0,261.3,mixed,none,vegetarian,imported,low,23.3,none,148.9,249.19,low
bus,411.1,0,151.5,mixed,none,vegetarian,mixed,low,27.3,none,145.4,259.79,low
car_petrol,471.1,4,106.9,coal,oil,meat_heavy,imported,low,31.2,some,253.6,866.95,high
cycle,759.9,0,308.4,coal,gas,omnivore,mixed,high,23.0,none,53.4,515.26,high
bus,501.5,0,259.5,coal,gas,vegetarian,mixed,high,36.0,most,31.9,410.46,moderate
bus,352.9,1,321.5,renewable,gas,meat_heavy,mixed,high,14.9,some,187.5,407.51,moderate
car_diesel,566.2,2,153.8,mixed,gas,meat_heavy,imported,medium,35.5,most,187.1,692.31,high
train,243.0,6,352.8,coal,oil,omnivore,local,low,28.6,some,219.6,690.19,high
car_petrol,528.8,2,332.2,mixed,gas,vegetarian,local,medium,29.9,some,174.6,490.83,moderate
motorbike,975.5,0,277.3,mixed,electric,meat_heavy,imported,medium,35.0,most,50.8,565.87,high
car_petrol,412.3,0,194.7,renewable,gas,omnivore,mixed,medium,14.2,some,45.8,300.01,low
car_petrol,257.3,2,127.7,mixed,electric,omnivore,mixed,high,29.0,most,164.6,463.77,moderate
car_petrol,196.6,0,306.3,coal,none,omnivore,imported,high,30.4,most,90.8,479.16,moderate
car_petrol,537.9,3,157.0,mixed,none,meat_heavy,local,medium,29.9,some,139.7,481.85,moderate
motorbike,368.6,2,333.6,coal,electric,meat_heavy,local,high,38.6,some,82.7,607.44,high
car_petrol,363.7,0,329.7,coal,electric,vegan,mixed,medium,30.8,some,192.0,456.54,moderate
train,195.2,2,182.3,coal,none,vegetarian,local,low,22.7,some,212.0,305.11,low
train,239.8,2,276.2,mixed,oil,omnivore,local,medium,5.8,some,89.0,431.86,moderate
bus,541.0,0,291.1,mixed,gas,meat_heavy,mixed,low,37.5,some,83.2,494.46,moderate
bus,522.0,2,171.4,coal,gas,omnivore,local,low,23.9,none,25.9,441.34,moderate
car_diesel,108.6,0,252.7,coal,electric,omnivore,mixed,low,43.6,most,47.6,387.44,low
bus,535.8,2,335.0,renewable,gas,omnivore,local,medium,25.3,some,88.6,331.87,low
cycle,374.2,2,239.2,coal,none,omnivore,local,high,9.1,some,110.8,364.66,low
car_petrol,153.4,0,251.8,coal,oil,omnivore,mixed,medium,27.0,some,135.1,558.77,high
car_electric,265.9,0,296.0,mixed,gas,vegetarian,mixed,medium,23.4,most,77.4,314.84,low
car_petrol,368.7,1,369.1,coal,gas,meat_heavy,imported,low,37.1,none,152.2,725.7,high
car_diesel,518.4,0,185.6,coal,gas,vegetarian,local,medium,24.5,none,285.5,537.83,high
car_electric,587.8,2,236.1,coal,gas,omnivore,mixed,medium,48.1,most,132.5,562.4,high
car_petrol,226.4,0,268.1,mixed,oil,omnivore,mixed,medium,35.9,most,87.2,426.76,moderate
car_petrol,117.0,6,187.3,renewable,gas,vegetarian,mixed,high,38.8,some,112.8,362.62,low
train,354.9,1,361.8,coal,gas,omnivore,mixed,high,35.9,most,285.2,644.46,high
motorbike,469.7,0,146.5,renewable,gas,meat_heavy,mixed,high,26.0,some,86.5,412.09,moderate
train,328.8,0,166.6,mixed,gas,meat_heavy,mixed,low,29.6,some,136.6,400.05,moderate
car_electric,464.4,0,265.7,mixed,electric,omnivore,local,low,23.0,most,84.3,315.91,low
car_diesel,861.0,0,274.0,mixed,gas,omnivore,local,high,32.2,most,260.1,559.53,high
train,272.4,1,385.9,mixed,oil,vegan,mixed,medium,46.3,some,200.9,435.96,moderate
car_petrol,735.1,2,290.7,coal,none,meat_heavy,mixed,medium,24.6,some,140.3,646.74,high
car_petrol,297.2,3,272.5,mixed,gas,vegan,imported,medium,35.9,none,192.2,480.38,moderate
car_petrol,423.3,3,268.5,mixed,oil,omnivore,mixed,low,45.5,some,99.8,568.53,high
car_petrol,296.2,1,476.6,mixed,electric,vegetarian,mixed,medium,24.9,some,148.4,422.79,moderate
car_diesel,384.2,0,218.1,mixed,none,vegan,local,high,24.5,some,135.3,248.33,low
cycle,235.8,0,305.5,mixed,none,vegetarian,local,high,25.3,most,150.8,257.94,low
cycle,727.3,6,246.1,mixed,gas,meat_heavy,local,medium,25.8,none,162.0,555.45,high
car_electric,126.3,1,317.8,renewable,electric,omnivore,local,low,23.1,most,322.9,322.11,low
car_petrol,166.9,0,214.3,mixed,gas,omnivore,local,high,38.4,most,137.9,386.53,low
train,369.4,10,205.4,mixed,electric,meat_heavy,mixed,medium,31.9,none,174.0,754.81,high
car_petrol,805.2,6,218.4,coal,electric,omnivore,mixed,low,51.6,most,116.9,719.66,high
car_electric,528.6,1,283.6,coal,gas,meat_heavy,local,high,18.8,none,38.3,565.03,high
cycle,473.9,0,353.5,renewable,oil,omnivore,mixed,medium,34.2,some,190.7,329.05,low
train,255.9,0,162.6,mixed,electric,vegetarian,imported,low,43.8,some,88.3,301.16,low
car_petrol,272.7,2,264.0,mixed,oil,omnivore,imported,low,25.9,some,63.5,455.75,moderate
cycle,600.0,2,160.1,mixed,gas,meat_heavy,mixed,high,2.0,most,97.3,472.57,moderate
bus,230.5,1,356.0,mixed,none,vegan,mixed,high,9.1,some,152.4,245.34,low
cycle,1105.2,0,286.9,renewable,oil,vegan,mixed,medium,39.5,most,103.9,174.08,low
car_electric,499.8,10,83.2,mixed,none,vegetarian,local,low,27.6,some,118.4,416.01,moderate
bus,270.5,6,312.4,coal,gas,meat_heavy,mixed,high,31.2,none,129.8,843.55,high
bus,440.1,0,234.9,coal,gas,omnivore,local,medium,9.4,none,61.4,449.79,moderate
car_diesel,375.9,1,294.4,coal,gas,meat_heavy,local,medium,15.2,none,91.6,591.09,high
car_petrol,671.4,10,274.8,renewable,oil,omnivore,mixed,high,21.3,some,233.7,757.57,high
cycle,524.3,2,390.0,mixed,electric,omnivore,local,low,27.0,most,122.7,364.04,low
car_petrol,864.3,1,399.3,mixed,gas,meat_heavy,imported,medium,50.1,none,80.5,766.41,high
bus,117.6,6,72.7,renewable,gas,meat_heavy,mixed,medium,17.7,none,107.6,436.85,moderate
train,388.2,4,112.9,mixed,gas,omnivore,mixed,high,24.3,some,145.6,545.22,high
car_petrol,469.9,1,396.2,coal,gas,vegetarian,local,low,19.9,some,173.1,564.31,high
car_diesel,820.6,1,230.3,mixed,oil,meat_heavy,mixed,medium,18.9,some,22.2,568.85,high
train,647.1,0,407.6,coal,gas,vegan,mixed,medium,37.2,most,90.0,404.27,moderate
car_petrol,802.6,0,104.3,coal,gas,meat_heavy,mixed,medium,37.4,some,87.2,642.55,high
motorbike,207.1,1,212.6,mixed,none,meat_heavy,mixed,medium,25.1,most,109.8,401.87,moderate
car_electric,480.8,0,181.5,mixed,gas,meat_heavy,mixed,low,32.5,most,131.1,399.56,low
bus,1158.0,0,269.4,coal,oil,vegetarian,local,low,24.4,most,238.5,570.86,high
car_petrol,224.1,1,209.3,mixed,electric,omnivore,mixed,low,5.2,most,286.7,406.97,moderate
car_electric,361.5,1,235.2,coal,gas,meat_heavy,mixed,low,45.8,some,134.1,574.57,high
car_petrol,700.2,0,204.8,mixed,gas,omnivore,local,high,50.0,most,136.7,560.87,high
cycle,245.6,1,226.3,renewable,gas,vegan,mixed,medium,18.8,some,92.3,156.73,low
car_diesel,390.4,0,313.4,mixed,electric,omnivore,imported,high,34.0,some,137.5,515.51,high
cycle,401.0,0,207.9,coal,electric,vegan,local,high,18.3,most,120.9,283.05,low
car_petrol,247.5,0,206.9,mixed,oil,omnivore,imported,high,51.7,most,55.8,538.4,high
car_diesel,296.7,0,109.2,coal,gas,omnivore,mixed,medium,31.7,most,263.0,525.82,high
cycle,1780.6,0,330.9,mixed,electric,meat_heavy,mixed,medium,16.0,most,80.4,398.34,low
car_petrol,178.9,1,337.9,renewable,none,meat_heavy,imported,medium,22.7,some,66.9,439.1,moderate
bus,561.6,1,341.2,coal,none,meat_heavy,mixed,high,41.4,none,95.9,623.34,high
car_electric,284.4,2,224.7,coal,gas,omnivore,mixed,low,16.9,none,178.0,513.93,high
car_petrol,539.2,1,388.0,coal,gas,meat_heavy,mixed,high,26.7,most,211.5,757.24,high
car_petrol,276.6,0,236.3,mixed,gas,vegetarian,mixed,medium,42.8,none,107.6,381.23,low
car_electric,321.9,10,168.8,mixed,gas,vegetarian,mixed,medium,50.1,some,223.5,574.72,high
car_diesel,568.0,3,384.8,mixed,gas,omnivore,mixed,medium,32.9,most,150.1,594.59,high
train,179.7,0,173.8,renewable,electric,vegetarian,local,low,27.9,none,209.8,219.9,low
car_petrol,647.8,3,153.9,coal,gas,meat_heavy,mixed,high,39.8,some,60.4,731.52,high
car_petrol,672.2,10,130.2,renewable,none,omnivore,local,medium,4.0,some,83.0,534.29,high
car_electric,483.8,0,333.2,coal,oil,omnivore,local,medium,32.7,some,114.3,517.11,high
bus,526.0,0,233.9,mixed,oil,omnivore,mixed,high,22.3,none,160.3,480.21,moderate
bus,229.4,0,310.9,coal,gas,omnivore,mixed,high,31.6,some,25.0,532.69,high
car_diesel,640.6,1,281.6,coal,electric,omnivore,imported,low,14.2,some,110.4,562.99,high
train,647.6,0,187.9,renewable,gas,omnivore,local,medium,26.0,none,134.4,273.32,low
car_petrol,307.1,4,298.6,mixed,gas,vegetarian,imported,high,46.3,none,151.3,593.72,high
motorbike,307.0,0,226.9,mixed,gas,omnivore,imported,medium,22.1,some,134.7,442.55,moderate
car_petrol,472.8,0,310.6,mixed,oil,omnivore,mixed,high,26.1,some,228.6,596.1,high
cycle,363.0,3,129.6,mixed,oil,meat_heavy,imported,high,33.3,most,40.9,559.51,high
car_diesel,462.5,2,69.9,mixed,gas,meat_heavy,local,high,24.1,some,105.8,518.22,high
bus,307.7,1,393.6,mixed,gas,omnivore,mixed,high,6.1,none,377.7,516.65,high
cycle,337.4,1,329.0,coal,none,omnivore,local,high,25.9,some,95.0,368.3,low
car_petrol,115.8,1,225.7,mixed,electric,meat_heavy,local,high,39.2,most,79.2,442.78,moderate
cycle,464.0,4,39.1,coal,electric,omnivore,mixed,low,35.2,most,79.6,368.92,low
motorbike,264.5,2,291.6,mixed,gas,vegan,mixed,medium,41.2,some,56.8,328.42,low
bus,280.3,2,112.8,coal,oil,omnivore,mixed,medium,23.5,most,99.1,520.45,high
motorbike,379.5,0,257.4,renewable,gas,omnivore,local,medium,10.2,some,80.5,249.28,low
motorbike,149.6,3,82.5,coal,electric,omnivore,mixed,low,25.1,some,155.3,390.25,low
cycle,565.1,6,218.5,coal,gas,omnivore,local,high,17.1,none,61.2,598.62,high
motorbike,735.9,0,403.1,mixed,gas,omnivore,mixed,high,25.0,most,43.9,500.06,moderate
cycle,587.2,3,165.3,mixed,none,omnivore,local,high,20.8,some,210.9,381.6,low
train,559.0,2,336.1,renewable,gas,omnivore,mixed,medium,31.4,most,46.4,303.72,low
cycle,749.6,6,129.8,mixed,oil,vegan,mixed,high,47.1,some,210.6,460.59,moderate
bus,494.3,6,157.2,mixed,gas,meat_heavy,imported,medium,36.2,most,324.9,689.22,high
bus,200.5,6,249.0,mixed,electric,meat_heavy,imported,medium,39.6,none,125.9,667.62,high
bus,822.2,1,290.5,renewable,none,meat_heavy,imported,low,23.1,none,184.7,439.61,moderate
car_petrol,295.4,4,309.5,mixed,none,vegetarian,local,high,33.0,some,60.6,353.3,low
car_petrol,428.2,0,260.3,coal,gas,omnivore,local,low,38.0,some,74.7,522.84,high
car_diesel,139.1,10,230.8,coal,electric,vegan,local,medium,15.1,none,293.0,606.16,high
car_petrol,510.9,0,225.9,mixed,electric,vegan,mixed,high,37.3,most,111.0,356.25,low
car_diesel,523.7,1,261.3,coal,gas,vegan,local,medium,22.0,none,89.3,444.17,moderate
motorbike,728.4,3,194.3,coal,gas,vegetarian,local,low,14.9,some,139.3,486.55,moderate
train,494.9,2,489.3,mixed,none,vegan,imported,medium,38.0,some,94.6,332.34,low
bus,330.6,4,397.2,mixed,electric,meat_heavy,mixed,medium,16.8,some,89.1,561.29,high
car_electric,326.4,3,273.1,coal,none,meat_heavy,imported,medium,19.8,some,129.6,618.32,high
bus,825.9,1,185.1,renewable,gas,omnivore,local,low,16.4,some,89.5,246.37,low
car_petrol,699.8,0,147.2,mixed,electric,meat_heavy,mixed,medium,30.8,some,43.9,485.55,moderate
car_petrol,731.3,3,341.0,coal,electric,omnivore,local,medium,37.6,some,119.5,696.01,high
cycle,298.3,4,322.5,mixed,gas,vegetarian,mixed,medium,41.7,some,233.6,527.41,high
cycle,674.8,2,349.8,renewable,oil,omnivore,mixed,high,13.5,none,280.7,440.4,moderate
motorbike,315.7,0,91.5,coal,gas,omnivore,mixed,high,17.9,most,232.4,507.51,moderate
car_petrol,1134.5,0,380.9,renewable,gas,vegetarian,imported,medium,25.8,some,101.8,477.56,moderate
cycle,880.6,1,245.5,mixed,electric,meat_heavy,local,medium,24.7,most,68.9,362.5,low
car_electric,720.1,0,152.2,mixed,gas,omnivore,local,medium,18.4,some,137.9,399.85,low
train,217.7,3,241.3,mixed,electric,omnivore,mixed,medium,29.5,most,211.6,462.11,moderate
car_petrol,240.0,2,347.5,mixed,gas,vegetarian,mixed,medium,15.7,none,191.4,467.08,moderate
car_diesel,813.8,3,134.5,mixed,electric,omnivore,mixed,medium,14.4,most,178.1,500.86,moderate
cycle,251.9,0,301.9,renewable,gas,meat_heavy,mixed,low,20.0,most,118.3,306.3,low
train,323.7,6,187.4,mixed,gas,meat_heavy,imported,high,17.5,some,168.7,671.89,high
car_electric,452.9,3,203.2,mixed,oil,vegetarian,local,low,12.6,some,35.0,323.32,low
car_petrol,363.4,0,185.3,mixed,gas,meat_heavy,imported,high,40.1,most,157.7,664.58,high
motorbike,420.6,1,74.9,coal,gas,omnivore,mixed,medium,23.0,some,89.4,473.16,moderate
cycle,209.0,1,354.1,mixed,oil,vegan,local,high,27.9,most,170.4,347.57,low
bus,153.9,0,234.8,coal,none,vegan,mixed,medium,26.8,none,201.1,270.68,low
motorbike,611.9,0,140.4,mixed,gas,vegetarian,mixed,medium,19.6,none,108.3,321.25,low
bus,412.3,0,296.5,mixed,oil,omnivore,mixed,high,32.7,none,134.9,513.5,high
bus,434.7,3,355.9,renewable,gas,vegetarian,local,high,34.8,none,308.2,389.36,low
train,172.1,0,188.1,mixed,gas,omnivore,mixed,high,40.9,some,115.5,388.63,low
bus,70.8,4,242.7,renewable,electric,omnivore,mixed,low,26.4,some,145.9,360.18,low
car_diesel,516.5,2,236.4,renewable,gas,omnivore,mixed,medium,20.5,none,121.4,371.18,low
car_diesel,528.5,2,197.3,renewable,gas,meat_heavy,local,low,34.3,none,93.3,389.78,low
car_petrol,544.6,1,122.1,coal,electric,vegetarian,local,medium,46.9,some,252.7,547.3,high
cycle,740.3,2,60.8,mixed,electric,omnivore,mixed,low,38.3,none,121.2,341.83,low
car_electric,557.1,3,338.4,renewable,oil,vegetarian,mixed,medium,20.3,some,105.5,286.27,low
cycle,569.1,6,180.6,mixed,gas,omnivore,imported,low,32.8,most,210.3,529.87,high
cycle,617.1,2,345.5,mixed,oil,vegetarian,mixed,medium,40.9,some,71.3,372.45,low
car_petrol,471.6,0,286.6,mixed,oil,omnivore,mixed,high,29.0,some,70.0,517.35,high
car_petrol,288.6,2,291.0,mixed,gas,meat_heavy,mixed,high,46.8,most,276.2,663.34,high
cycle,267.8,4,210.0,mixed,gas,meat_heavy,imported,medium,29.7,none,143.8,652.5,high
motorbike,336.4,0,168.7,coal,electric,vegan,mixed,medium,25.6,most,166.7,312.98,low
car_diesel,994.8,1,289.6,mixed,electric,meat_heavy,local,medium,36.1,most,81.7,562.12,high
train,397.1,1,277.8,mixed,none,vegetarian,imported,high,30.8,none,111.8,344.95,low
car_petrol,667.8,3,312.9,mixed,electric,meat_heavy,local,medium,14.4,most,141.8,603.36,high
car_petrol,888.7,0,178.8,renewable,gas,vegetarian,mixed,low,31.6,most,227.6,404.76,moderate
bus,208.7,4,325.4,mixed,gas,omnivore,local,medium,12.3,none,52.5,412.13,moderate
cycle,411.7,3,186.1,coal,none,vegetarian,mixed,medium,28.6,most,205.4,360.69,low
car_diesel,197.0,1,353.3,coal,electric,meat_heavy,local,low,21.6,none,117.5,544.82,high
train,227.5,0,160.9,renewable,oil,omnivore,imported,medium,32.1,none,104.8,331.63,low
cycle,198.0,0,213.7,coal,electric,omnivore,mixed,medium,40.9,none,58.7,406.57,moderate
train,297.2,6,240.2,coal,oil,omnivore,local,low,25.7,some,119.2,554.43,high
bus,1047.1,0,219.6,renewable,none,omnivore,local,high,18.2,some,177.5,361.56,low
bus,277.5,2,422.1,coal,oil,omnivore,imported,high,39.9,some,148.3,744.95,high
car_petrol,490.7,0,275.0,renewable,electric,omnivore,imported,medium,28.6,some,55.6,399.12,low
train,304.2,0,373.6,mixed,oil,omnivore,mixed,low,31.9,most,201.3,471.92,moderate
bus,272.3,1,272.1,mixed,electric,vegetarian,mixed,medium,41.9,some,82.6,331.05,low
car_petrol,530.9,3,449.5,coal,gas,meat_heavy,mixed,medium,28.0,some,123.6,886.2,high
car_petrol,284.8,3,192.3,mixed,electric,omnivore,mixed,medium,28.1,some,68.5,476.23,moderate
car_petrol,623.9,4,181.9,coal,gas,meat_heavy,mixed,medium,27.2,some,204.6,816.14,high
car_diesel,228.6,2,317.2,mixed,gas,omnivore,local,high,33.2,most,74.8,437.17,moderate
car_electric,485.2,1,384.8,coal,gas,omnivore,imported,high,28.2,some,129.9,666.95,high
car_petrol,245.9,2,183.6,mixed,gas,vegetarian,mixed,medium,44.2,none,61.9,405.54,moderate
car_electric,487.3,2,193.0,renewable,electric,meat_heavy,mixed,medium,14.1,some,230.6,438.11,moderate
cycle,262.8,0,154.4,mixed,gas,meat_heavy,local,low,7.2,none,103.8,312.86,low
train,607.7,6,394.8,renewable,gas,vegetarian,mixed,medium,25.8,some,115.1,348.21,low
motorbike,192.1,0,176.3,coal,gas,vegan,mixed,medium,41.5,none,105.7,368.85,low
car_diesel,194.6,2,269.9,mixed,gas,omnivore,mixed,low,24.9,most,137.6,417.58,moderate
motorbike,310.8,0,246.3,mixed,none,vegan,imported,high,34.6,none,92.4,235.05,low
car_diesel,396.5,4,194.8,coal,none,vegan,mixed,medium,19.6,some,65.4,327.08,low
bus,828.2,3,160.4,mixed,electric,omnivore,mixed,low,31.3,some,96.0,482.04,moderate
motorbike,376.4,0,216.6,coal,electric,vegetarian,imported,medium,21.1,none,112.7,454.35,moderate
bus,573.5,10,187.8,renewable,electric,vegetarian,imported,high,33.2,most,173.1,535.07,high
car_electric,166.5,0,286.8,mixed,electric,vegan,mixed,medium,33.4,some,106.9,267.26,low
car_diesel,423.1,2,241.5,mixed,gas,omnivore,imported,high,18.1,some,51.2,531.88,high
motorbike,593.5,10,246.6,renewable,none,omnivore,local,medium,23.0,none,158.2,508.33,moderate
bus,264.6,1,365.8,renewable,gas,omnivore,mixed,medium,29.5,some,174.2,331.94,low
cycle,542.1,2,135.8,coal,gas,omnivore,imported,high,33.0,most,171.0,568.57,high
cycle,670.9,0,170.6,coal,electric,omnivore,mixed,low,34.9,some,8.0,365.28,low
cycle,358.8,0,216.9,coal,gas,meat_heavy,local,low,26.0,some,94.2,433.09,moderate
car_petrol,788.4,1,250.0,mixed,electric,vegetarian,imported,low,42.0,none,54.1,471.1,moderate
train,277.8,1,173.3,renewable,oil,omnivore,mixed,medium,30.3,most,102.6,295.74,low
